algorithm,graph_type,graph_structure,dag_edges_directed,dag_edges_undirected,dag_nodes,train_size,repetition,seed,categorical,column_order_strategy,column_order,mean_corr_difference,max_corr_difference,propensity_metrics_avg_pMSE,propensity_metrics_pMSE_err,propensity_metrics_avg_acc,propensity_metrics_acc_err,k_marginal_tvd,mean_mi_difference,max_mi_difference,mean_ks_distance,nnaa
vanilla,,,0,0,0,500,7,49,False,worst,"[1, 2, 3, 0]",0.030375760105723668,0.05797903442724228,0.0006501696476756335,6.255438935956684e-05,0.5197005380462179,0.007016695385425603,0.212,0.00018239797064362312,0.00018239797064362312,0.038375,0.5235000000000001
vanilla,,,0,0,0,500,8,50,False,worst,"[1, 2, 3, 0]",0.01046759346716498,0.020673787438523477,7.985368971776198e-05,2.2160876573270134e-05,0.4879893168696287,0.00626819274946271,0.21458333333333335,0.00022340286397900028,0.00022340286397900028,0.03075,0.5109999999999999
vanilla,,,0,0,0,500,9,51,False,worst,"[1, 2, 3, 0]",0.06069562467063915,0.1300483313166492,0.0005856467456680482,8.523322328096291e-05,0.5200177224538234,0.004362960885500613,0.20658333333333334,0.00018239797064362312,0.00018239797064362312,0.0375,0.505
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,0,42,False,,,0.06713127584286882,0.12038003621724547,0.004486765306321716,0.0004650125999889182,0.5430776265911258,0.006168205308212649,0.3060833333333333,0.00011169633849947907,0.00011169633849947907,0.11725,0.59475
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,1,43,False,,,0.032265990910536,0.05844789906060044,0.007541515408143379,0.0005345254788525684,0.573772841719158,0.004291155490857627,0.2761666666666667,0.00036482089561254926,0.00036482089561254926,0.13125,0.5782499999999999
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,2,44,False,,,0.028785128650782064,0.05079993278192685,0.006578998016105039,0.00028256743080919974,0.5671837898082553,0.006906752519836749,0.24291666666666667,0.00018240212931852675,0.00018240212931852675,0.09887499999999999,0.56575
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,3,45,False,,,0.06427038750851995,0.11335083705538607,0.014600731300662879,0.0004932539130936259,0.604610373062692,0.006745311650514064,0.3126666666666667,0.0002811052829020559,0.0002811052829020559,0.19612500000000002,0.5895
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,4,46,False,,,0.013753842520378666,0.04007030444559967,0.0019900252857146345,0.0001285972253901407,0.5355545156961613,0.004096919479629648,0.23141666666666671,0.00018240212922371324,0.00018240212922371324,0.049125,0.5435
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,5,47,False,,,0.016770574147397823,0.033623120705747515,0.004481055058354311,0.00022575988402266257,0.5496169371660674,0.006927234551407461,0.23516666666666666,0.0002579614468788758,0.0002579614468788758,0.09,0.538
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,6,48,False,,,0.19394389753083185,0.4933033782449866,0.010082803650431281,0.000268362571899526,0.5604533728374557,0.004741586951559245,0.30175,0.00017064046661358648,0.00017064046661358648,0.1275,0.62075
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,7,49,False,,,0.026711521042502323,0.0400061702321582,0.05411534166493424,0.0008849049523597118,0.7017309876626158,0.005867621485503709,0.4500833333333334,0.00022339607229778465,0.00022339607229778465,0.337375,0.6515
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,8,50,False,,,0.03836834635036743,0.08441959160797441,0.0031056887827757805,0.00022386939200813355,0.5550377195234172,0.006054676356990332,0.22975000000000004,0.00017064268923280208,0.00017064268923280208,0.045125,0.5445
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,20,9,51,False,,,0.0372797519403063,0.04896617393010358,0.0007907659982789413,0.00010748975792909567,0.5359256138770248,0.00728981043819421,0.24800000000000003,0.00012897190128946564,0.00012897190128946564,0.055875,0.56575
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,0,42,False,,,0.030906158430010627,0.053065723796713204,0.006111702637116175,0.0005025072248541464,0.5443988887357802,0.006059586215045609,0.30224999999999996,0.0002579614468788562,0.0002579614468788562,0.1445,0.5774999999999999
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,1,43,False,,,0.017346089490150342,0.02699840401803133,0.002202260610533281,7.258086369158041e-05,0.5432549853720408,0.0029104982330759106,0.21800000000000005,0.00036482089561254926,0.00036482089561254926,0.062,0.5155
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,2,44,False,,,0.02476306083227607,0.039741684085752516,0.00041858662811407435,8.618735580866083e-05,0.5287986443444764,0.005869553972009107,0.21758333333333332,0.00017062490290667775,0.00017062490290667775,0.045625,0.5505
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,3,45,False,,,0.010253858600069604,0.013436269650978161,0.002054751824997276,0.00021957564942331014,0.532794046791194,0.008333585406446915,0.22458333333333336,0.00036482089561254926,0.00036482089561254926,0.077625,0.526
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,4,46,False,,,0.007712595997140523,0.02016495082028549,0.006079905728165414,0.00020907245648493943,0.5625422625140308,0.005796718035446874,0.234,0.00018239797064362314,0.00018239797064362314,0.0755,0.50925
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,5,47,False,,,0.008603327960154153,0.011734294681835067,0.00038340040246954944,5.8222728295524704e-05,0.5140687937671118,0.007177563129303555,0.2350833333333334,0.00011169294289112423,0.00011169294289112423,0.056375,0.51225
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,6,48,False,,,0.026467889861874833,0.03351809799587602,0.0012216769574535974,0.0002227645338127799,0.5176299281964875,0.006372954714499658,0.22966666666666669,0.0001706182342668623,0.0001706182342668623,0.045875000000000006,0.5327500000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,7,49,False,,,0.0044601633673241195,0.011980579390701518,0.0009918049840439216,0.00010603743892004335,0.5280248293167394,0.005395429405717175,0.20641666666666666,0.0001706182342668623,0.0001706182342668623,0.03862500000000001,0.5185
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,8,50,False,,,0.026548499466692677,0.05895223718316603,0.0023650584240942664,0.00010827781665362232,0.5454827356773735,0.00692795147195665,0.2255,0.00017062045717584006,0.00017062045717584006,0.06275,0.5215000000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,50,9,51,False,,,0.02335451478611213,0.050369405804649464,0.0026789204890111428,0.00013375695715155838,0.5516740226646719,0.007207005892176172,0.22783333333333336,0.00022339607237519953,0.00022339607237519953,0.062,0.53225
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,0,42,False,,,0.009252665602187071,0.015489920742126993,0.001667784597340591,0.0001406168990724513,0.5433779691492724,0.006570488124481513,0.22275,0.0003159441626101885,0.0003159441626101885,0.038500000000000006,0.5095
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,1,43,False,,,0.03430873923237093,0.06765625451539165,0.0019688251375891445,9.976353331102147e-05,0.5345479814388684,0.006352884949422425,0.21608333333333332,0.00011169294289112423,0.00011169294289112423,0.048375,0.5155000000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,2,44,False,,,0.007051176842564663,0.013822254392392597,0.0007566050381501682,0.00010325235605869522,0.5214518695594468,0.007055081971770191,0.2349166666666667,0.00018239797064362312,0.00018239797064362312,0.05374999999999999,0.5327500000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,3,45,False,,,0.006828647028846435,0.013975271796971722,0.0022199417838297463,0.00018312336125338543,0.5356754419522952,0.005555729026556357,0.21375,0.00018239797064362312,0.00018239797064362312,0.057624999999999996,0.51675
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,4,46,False,,,0.011489957689458557,0.025569179337883153,0.004311872572684462,0.0001668143428748761,0.5587051923990688,0.007951390222548418,0.21875,0.0001706182342668623,0.0001706182342668623,0.07250000000000001,0.506
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,5,47,False,,,0.027887168193254302,0.05813344870126157,0.0011095751851256564,0.00011099131717175076,0.5298451752864708,0.008335610323498313,0.221,0.00012897778261107835,0.00012897778261107835,0.049749999999999996,0.52325
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,6,48,False,,,0.03238293556587613,0.06737455176331128,0.0039367620023932435,0.00033945848181942773,0.5543915994020485,0.005633753149795601,0.21725000000000003,0.0001824104473319853,0.0001824104473319853,0.06175,0.5145
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,7,49,False,,,0.013335277758336534,0.028248500424968015,0.00195645233233255,0.00020013187433673408,0.5293182416514799,0.004545490838705816,0.21308333333333337,0.00033511278654637847,0.00033511278654637847,0.07500000000000001,0.5155000000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,8,50,False,,,0.03483524348504903,0.06743854515204936,0.0013150538233292733,0.0001097652060997168,0.5162584237003496,0.004302594547702379,0.21233333333333335,0.0002811052829020559,0.0002811052829020559,0.024125,0.5145
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,100,9,51,False,,,0.020021796302097588,0.04496633250541001,0.002452351674590487,8.502352380725883e-05,0.5354382024555431,0.002183887596311856,0.20475,0.0002811052829020559,0.0002811052829020559,0.03075,0.5215000000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,0,42,False,,,0.00848756408041119,0.012842596208887107,0.0006374940259073422,9.85624441169608e-05,0.5274648040762018,0.005140239769007038,0.21016666666666664,0.00011169294289112423,0.00011169294289112423,0.0305,0.5177499999999999
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,1,43,False,,,0.016958250428887597,0.03612898644415265,0.0015697148428616317,7.194642291153681e-05,0.5172763209259845,0.005665589248555562,0.23216666666666672,0.0002579614468788365,0.0002579614468788365,0.058124999999999996,0.5277499999999999
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,2,44,False,,,0.013435047839831344,0.030440646207052058,0.0008732716328603059,0.00012673717303227712,0.5182341775627497,0.008285958931309052,0.20658333333333334,0.0002579614468788365,0.0002579614468788365,0.033875,0.495
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,3,45,False,,,0.01570724594352792,0.03203748557554972,0.0005968279000362005,0.0001268691826848308,0.5142038708586355,0.006488049530269381,0.21624999999999997,0.00022339607229778465,0.00022339607229778465,0.04575,0.50225
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,4,46,False,,,0.0069294990540815305,0.013285884208998438,0.0020150462711499935,0.00019460049632768662,0.5314284245177235,0.009066649043943564,0.22991666666666669,0.0001824104473319853,0.0001824104473319853,0.0665,0.52025
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,5,47,False,,,0.02409445384300081,0.05176367846836283,0.0012989628589558716,8.873462142389435e-05,0.5245217926442236,0.0037465159775235237,0.21825000000000003,0.0002811052829020559,0.0002811052829020559,0.038500000000000006,0.53525
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,6,48,False,,,0.027325722834347015,0.05729715880557875,0.002603885805851433,0.00014937819698273902,0.5397174059689124,0.007508487390396984,0.21916666666666665,0.00021388456882064948,0.00021388456882064948,0.066125,0.511
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,7,49,False,,,0.028873148228661032,0.05649496381396172,0.0008854067240624657,0.00020757213962465979,0.5229561538026943,0.00931289226386705,0.20766666666666664,0.00018239797064362312,0.00018239797064362312,0.026625,0.51075
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,8,50,False,,,0.016295635873615603,0.03035191997924341,0.0011973046776646468,9.216837008037768e-05,0.5100968428614691,0.007940824272787507,0.23150000000000004,0.0002811052829020559,0.0002811052829020559,0.06812499999999999,0.53225
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,200,9,51,False,,,0.014768613426546449,0.030710302875843518,0.000927008205613044,0.00017939473366778292,0.5162412235311,0.006878359937193449,0.21266666666666664,0.000223396072297694,0.000223396072297694,0.046625,0.50425
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,0,42,False,,,0.012128877985373036,0.027170119164314346,0.0009792252633636337,0.00016629462155021922,0.5256704098298868,0.009998198330847306,0.21258333333333335,0.0002497757918297182,0.0002497757918297182,0.038625,0.51275
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,1,43,False,,,0.012942427145991689,0.027498164927329725,0.00047032377994930005,8.260357063231829e-05,0.5150895909449675,0.00622824081662293,0.20691666666666667,0.00018239797064362312,0.00018239797064362312,0.027875,0.504
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,2,44,False,,,0.019659980539775055,0.04112474900937857,0.0007454528805158109,0.0001683811721257663,0.5185636555193551,0.011594859382248393,0.21508333333333332,0.0002811052829020559,0.0002811052829020559,0.043875000000000004,0.5095000000000001
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,3,45,False,,,0.00945155665706555,0.021350379245936912,0.0008467028271044048,7.754395848891653e-05,0.5273638155422278,0.004737217890121339,0.215,0.00011169294289112423,0.00011169294289112423,0.041999999999999996,0.508
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,4,46,False,,,0.014992203426768422,0.032697666695841024,0.0005619827285859488,0.0001334227176345052,0.5107704534518163,0.01246061247476999,0.20891666666666667,0.00021389875598380438,0.00021389875598380438,0.036875000000000005,0.498
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,5,47,False,,,0.033940830654174005,0.0721534971060971,0.0012688732597831373,0.00023361509515334308,0.5212157703655498,0.009602959329089977,0.22816666666666666,0.00028110663211303806,0.00028110663211303806,0.065125,0.5175
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,6,48,False,,,0.032866501016698295,0.0701379337771356,0.0002988216366168795,9.077490198421439e-05,0.5023098445479288,0.007818513856266581,0.20516666666666672,0.00012897778261099983,0.00012897778261099983,0.024750000000000005,0.5155
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,7,49,False,,,0.0074033865385811914,0.016511086860304336,0.0002596586177937664,3.521255966242293e-05,0.5131790911163743,0.006929970926851019,0.21133333333333335,0.00022340286397895496,0.00022340286397895496,0.024125,0.5255
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,8,50,False,,,0.019702305044650256,0.04156443430476705,0.00024007722025794383,6.108589933465666e-05,0.4948183754679848,0.0065724286903925,0.2111666666666667,0.0002811052829020559,0.0002811052829020559,0.025625,0.534
dag,correct,"{0: [], 1: [0, 2], 2: [3], 3: []}",3,0,4,500,9,51,False,,,0.005740624141039791,0.014486736839480638,0.0005657468511967082,3.8770121761548974e-05,0.5181626406143425,0.00543560793578088,0.20200000000000004,0.00021388456882060213,0.00021388456882060213,0.029249999999999998,0.488
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,0,42,False,,,0.020017068525072425,0.04396014874443095,0.0033775362475143593,0.00020200873930996917,0.5480207305952708,0.00651055622347924,0.28150000000000003,0.0001706293495351096,0.0001706293495351096,0.09487500000000001,0.5874999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,1,43,False,,,0.1094269134154562,0.2128714456454091,0.0032946792506237583,0.00040184156325156394,0.5562769479043794,0.011905710017827751,0.281,0.00021389343570576847,0.00021389343570576847,0.102625,0.5765
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,2,44,False,,,0.09018458025047899,0.1476465099053492,0.00978647692008237,0.00037745626420389224,0.5834326494211147,0.0062666802168877545,0.3131666666666667,0.00022339607237517687,0.00022339607237517687,0.15125,0.592
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,3,45,False,,,0.11027543212506179,0.22050196760778012,0.007388594704812614,0.0003710944245685509,0.5773636843811234,0.007831106478083955,0.3206666666666667,0.0002811052829020559,0.0002811052829020559,0.148375,0.5775
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,4,46,False,,,0.04824089923699476,0.08118302667610885,0.002194301985029648,0.00014224556846953966,0.5443830661835752,0.0077999494722656645,0.24633333333333338,0.0002811052829019839,0.0002811052829019839,0.06425,0.55175
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,5,47,False,,,0.19511517011952054,0.37489256438107005,0.00481800457747882,0.00037489916667951333,0.5583886315817607,0.0075760683718061736,0.26575000000000004,0.0002811052829020559,0.0002811052829020559,0.09699999999999999,0.5495000000000001
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,6,48,False,,,0.0894243315722354,0.15256960237813205,0.014730823741989219,0.0005009355600318523,0.6018749970640455,0.006413489436424981,0.33899999999999997,0.00017062045717575105,0.00017062045717575105,0.16125,0.63475
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,7,49,False,,,0.10937841768061024,0.2558492435404904,0.03181407725316119,0.0010835886472422875,0.6522254031815549,0.005429659644645402,0.3359166666666667,0.00021388456882062582,0.00021388456882062582,0.12975,0.6132500000000001
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,8,50,False,,,0.06825633521191822,0.1285258349617726,0.006692703653541493,0.0003480419521434225,0.5630825862826289,0.006353510197296663,0.263,0.0003413076144343045,0.0003413076144343045,0.09887499999999999,0.57475
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,20,9,51,False,,,0.050780251211621386,0.10691155608883718,0.0008187068782439383,0.00010258932687859016,0.5227751443694072,0.008183328757835272,0.2414166666666667,0.00012897190128954416,0.00012897190128954416,0.048625,0.58575
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,0,42,False,,,0.01743644579572054,0.03927989509310167,0.003249259339984619,0.00027837087435892343,0.5391045277880359,0.012560779440066653,0.30191666666666667,0.0002811052829020559,0.0002811052829020559,0.103,0.55225
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,1,43,False,,,0.07892536318272612,0.16328412414581625,0.00502068991088917,0.0003704561114115988,0.5726372208077977,0.006075008094190403,0.24150000000000005,0.0002811052829020559,0.0002811052829020559,0.080375,0.5369999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,2,44,False,,,0.09364751892843991,0.19047895809556525,0.0036269665002978324,0.00018589445904086668,0.5661777477434139,0.005815897525399909,0.265,0.00028110663211303806,0.00028110663211303806,0.103375,0.53525
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,3,45,False,,,0.012441532078405064,0.03742324306927774,0.0028803829853957606,0.00017019351744973417,0.5390252497616086,0.005776965582680772,0.2386666666666667,0.00036482089561254926,0.00036482089561254926,0.08449999999999999,0.5549999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,4,46,False,,,0.022175618730563448,0.035351788195597,0.003998771049978782,0.0003103278794597759,0.5392007579825574,0.009452758124615547,0.2234166666666667,0.00011169294289112423,0.00011169294289112423,0.052000000000000005,0.526
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,5,47,False,,,0.06002717658193065,0.13104137486718595,0.0007376671559155494,0.0001105024544043312,0.5227876937595941,0.008889492180829689,0.22383333333333336,0.00021388456882064948,0.00021388456882064948,0.032875,0.514
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,6,48,False,,,0.02875162857622267,0.042796770460168054,0.007243152313413692,0.000265618000514671,0.5627368621998713,0.006312483780333956,0.2531666666666667,0.0002579614468788562,0.0002579614468788562,0.111875,0.5409999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,7,49,False,,,0.04368068194420441,0.08063997641762241,0.008651664717785936,0.0003135968595101586,0.5711356188125836,0.005325473794412171,0.2545,0.0002811052829020559,0.0002811052829020559,0.117125,0.5449999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,8,50,False,,,0.03835940450330536,0.07995439456183787,0.005013200415496486,0.00026680122890623587,0.5626174028945586,0.0054590629014899285,0.242,0.00021389343570579216,0.00021389343570579216,0.10062499999999999,0.52825
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,50,9,51,False,,,0.05089653872047136,0.1053432483250572,0.003250112635435087,0.00011638373035389847,0.5468636967725148,0.008249306772698261,0.22933333333333336,0.00021388456882060213,0.00021388456882060213,0.060625000000000005,0.5515
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,0,42,False,,,0.04214230213119935,0.09136091343135455,0.001062389237263758,8.737455941836652e-05,0.5298494363160149,0.005645482700660872,0.26516666666666666,0.0001117031294066604,0.0001117031294066604,0.08225,0.5369999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,1,43,False,,,0.02569644094493108,0.052616503602534614,0.0020782444343200694,0.0001274617120031313,0.5262160816339783,0.012453340889641857,0.20983333333333332,1.9229626863835638e-16,1.9229626863835638e-16,0.05,0.5217499999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,2,44,False,,,0.08069223918066921,0.16373695187912807,0.0013403128001504652,0.00014702190025453195,0.5311466243904908,0.01202929350482033,0.2221666666666667,0.00011169633849947907,0.00011169633849947907,0.055999999999999994,0.52275
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,3,45,False,,,0.031964329010896915,0.06292159627912791,0.0029052110463562253,0.0002465741872131266,0.5445025185227372,0.009994670324234527,0.22650000000000003,0.00018239797064362312,0.00018239797064362312,0.06925,0.537
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,4,46,False,,,0.0052590790529242785,0.013466394229716898,0.003394498246063657,0.00023534296609892548,0.5601403374721727,0.002323958166614891,0.21750000000000003,0.00018239797064362312,0.00018239797064362312,0.044625000000000005,0.52275
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,5,47,False,,,0.06146545428844985,0.1356234953889207,0.0012638941202734045,9.312620585894403e-05,0.5247255489243585,0.005787177629156268,0.22550000000000003,0.0001289777826111176,0.0001289777826111176,0.047125,0.52425
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,6,48,False,,,0.01424387945037122,0.021632814264545108,0.004719479017119731,0.0003005783746830529,0.5416547738250387,0.007338012353902907,0.22291666666666668,0.0002811052829020559,0.0002811052829020559,0.0695,0.5175
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,7,49,False,,,0.0265484195999753,0.060040399349530926,0.0018954760804128102,0.0002401694733890052,0.5281053666116822,0.008240364024155504,0.2151666666666667,0.00036482089561254926,0.00036482089561254926,0.068625,0.5195000000000001
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,8,50,False,,,0.007502644587456372,0.01343051249396987,0.0014830549950224901,0.00022299088733678736,0.5302184760486265,0.010461484792335371,0.21666666666666667,0.00017061823426692163,0.00017061823426692163,0.046875,0.508
